#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2024 07 20 12 00 320 13.0 16.0    MM    MM    MM  MM 1011.9  12.8    MM  12.2   MM +0.0    MM
2024 07 20 11 50 320 13.0 16.0   2.4     8   5.8 301 1012.0  12.8    MM  12.3   MM   MM    MM
2024 07 20 11 40 320 13.0 15.0   2.4    MM   5.8 301 1011.9  12.9    MM  12.4   MM   MM    MM
2024 07 20 11 30 320 12.0 15.0    MM    MM    MM  MM 1011.9  12.9    MM  12.3   MM   MM    MM
2024 07 20 11 20 320 13.0 16.0   2.4     8   5.7 301 1011.9  12.9    MM  12.4   MM   MM    MM
2024 07 20 11 10 310 13.0 16.0   2.4    MM   5.7 301 1011.7  12.9    MM  12.4   MM   MM    MM
2024 07 20 11 00 310 13.0 16.0    MM    MM    MM  MM 1011.7  12.9    MM  12.3   MM -0.8    MM
2024 07 20 10 50 310 13.0 16.0   2.2     7   5.6 311 1011.8  12.9    MM  12.3   MM   MM    MM
2024 07 20 10 40 310 13.0 16.0    MM    MM    MM  MM 1011.9  13.0    MM  12.3   MM   MM    MM
2024 07 20 10 30 310 13.0 16.0    MM    MM    MM  MM 1011.9  13.0    MM  12.3   MM   MM    MM
2024 07 20 10 20 310 13.0 16.0   2.3     8   5.6 302 1011.9  13.0    MM  12.3   MM   MM    MM
2024 07 20 10 10 310 13.0 15.0   2.3    MM   5.6 302 1012.0  13.1    MM  12.4   MM   MM    MM
2024 07 20 10 00 320 13.0 16.0    MM    MM    MM  MM 1011.9  13.1    MM  12.4   MM -1.5    MM
2024 07 20 09 50 320 12.0 15.0   2.2     8   5.5 301 1012.0  13.1    MM  12.4   MM   MM    MM
2024 07 20 09 40 310 13.0 16.0    MM    MM    MM  MM 1012.0  13.2    MM  12.5   MM   MM    MM
2024 07 20 09 30 310 12.0 15.0    MM    MM    MM  MM 1012.0  13.1    MM  12.4   MM   MM    MM
2024 07 20 09 20 310 12.0 15.0   2.1     8   5.5 304 1012.0  13.2    MM  12.5   MM   MM    MM
2024 07 20 09 10 310 12.0 15.0    MM    MM    MM  MM 1012.1  13.2    MM  12.5   MM   MM    MM
2024 07 20 09 00 310 12.0 15.0    MM    MM    MM  MM 1012.2  13.1    MM  12.4   MM -1.9    MM
2024 07 20 08 50 310 12.0 14.0   2.2     6   5.4 307 1012.1  13.1    MM  12.4   MM   MM    MM
2024 07 20 08 40 310 12.0 15.0    MM    MM    MM  MM 1012.2  13.1    MM  12.4   MM   MM    MM
2024 07 20 08 30 310 12.0 15.0    MM    MM    MM  MM 1012.2  13.2    MM  12.5   MM   MM    MM
2024 07 20 08 20 310 12.0 15.0   2.1     6   5.4 304 1012.3  13.2    MM  12.5   MM   MM    MM
2024 07 20 08 10 310 12.0 15.0   2.1    MM   5.4 304 1012.3  13.1    MM  12.5   MM   MM    MM
2024 07 20 08 00 310 12.0 14.0    MM    MM    MM  MM 1012.5  13.1    MM  12.6   MM -1.5    MM
2024 07 20 07 50 310 11.0 14.0   2.0     8   5.4 297 1012.8  13.0    MM  12.5   MM   MM    MM
2024 07 20 07 40 310 11.0 13.0    MM    MM    MM  MM 1013.0  13.0    MM  12.5   MM   MM    MM
2024 07 20 07 30 310 11.0 13.0    MM    MM    MM  MM 1013.2  13.0    MM  12.5   MM   MM    MM
2024 07 20 07 20 310 11.0 14.0   2.0     7   5.4 305 1013.3  13.0    MM  12.5   MM   MM    MM
2024 07 20 07 10 310 10.0 13.0   2.0    MM   5.4 305 1013.4  13.0    MM  12.5   MM   MM    MM
2024 07 20 07 00 310 10.0 13.0    MM    MM    MM  MM 1013.5  13.0    MM  12.5   MM +0.0    MM
2024 07 20 06 50 310 10.0 13.0   2.2     6   5.5 306 1013.5  13.0    MM  12.5   MM   MM    MM
2024 07 20 06 40 310 10.0 13.0    MM    MM    MM  MM 1013.5  13.1    MM  12.6   MM   MM    MM
2024 07 20 06 30 310 11.0 13.0    MM    MM    MM  MM 1013.4  13.1    MM  12.6   MM   MM    MM
2024 07 20 06 20 310 10.0 13.0   2.0     6   5.5 309 1013.6  13.1    MM  12.6   MM   MM    MM
2024 07 20 06 10 310  9.0 11.0   2.0    MM   5.5 309 1013.8  13.1    MM  12.6   MM   MM    MM
2024 07 20 06 00 320  8.0 10.0    MM    MM    MM  MM 1014.0  13.1    MM  12.6   MM +1.0    MM
2024 07 20 05 50 310  9.0 11.0   2.1     7   5.5 295 1014.0  13.2    MM  12.7   MM   MM    MM
2024 07 20 05 40 310  9.0 10.0    MM    MM    MM  MM 1014.1  13.1    MM  12.6   MM   MM    MM
2024 07 20 05 30 310  9.0 11.0    MM    MM    MM  MM 1014.0  13.2    MM  12.7   MM   MM    MM
2024 07 20 05 20 310 10.0 12.0   2.1     6   5.5 314 1013.9  13.2    MM  12.7   MM   MM    MM
2024 07 20 05 10 310 10.0 12.0   2.1    MM   5.5 314 1013.9  13.3    MM  12.8   MM   MM    MM
2024 07 20 05 00 310 10.0 12.0    MM    MM    MM  MM 1014.0  13.3    MM  12.8   MM +0.8    MM
2024 07 20 04 50 310  9.0 12.0   2.0     6   5.2 316 1014.0  13.3    MM  12.8   MM   MM    MM
2024 07 20 04 40 310  9.0 11.0    MM    MM    MM  MM 1014.1  13.3    MM  12.8   MM   MM    MM
2024 07 20 04 30 310 10.0 12.0    MM    MM    MM  MM 1013.9  13.4    MM  12.9   MM   MM    MM
2024 07 20 04 20 310 10.0 13.0   2.1     6   5.3 308 1013.7  13.4    MM  12.9   MM   MM    MM
2024 07 20 04 10 310 11.0 13.0   2.1    MM   5.3 308 1013.4  13.4    MM  12.9   MM   MM    MM
2024 07 20 04 00 310 11.0 14.0    MM    MM    MM  MM 1013.3  13.5    MM  13.0   MM -0.5    MM
2024 07 20 03 50 310 12.0 14.0   2.0     6   5.3 307 1013.2  13.5    MM  13.0   MM   MM    MM
2024 07 20 03 40 300 11.0 14.0    MM    MM    MM  MM 1013.1  13.4    MM  12.9   MM   MM    MM
2024 07 20 03 30 300 12.0 14.0    MM    MM    MM  MM 1013.2  13.4    MM  13.0   MM   MM    MM
2024 07 20 03 20 300 12.0 15.0   2.1     6   5.3 316 1013.1  13.4    MM  13.0   MM   MM    MM
2024 07 20 03 10 300 12.0 16.0   2.1    MM   5.3 316 1012.9  13.4    MM  13.0   MM   MM    MM
2024 07 20 03 00 300 12.0 15.0    MM    MM    MM  MM 1013.0  13.4    MM  13.0   MM -0.9    MM
2024 07 20 02 50 300 12.0 15.0   2.1     6   5.1 308 1013.0  13.4    MM  13.0   MM   MM    MM
2024 07 20 02 40 310 12.0 15.0   2.1    MM   5.1 308 1013.1  13.4    MM  13.0   MM   MM    MM
2024 07 20 02 30 310 12.0 15.0    MM    MM    MM  MM 1013.2  13.4    MM  12.9   MM   MM    MM
2024 07 20 02 20 310 13.0 15.0   2.1     6   5.3 321 1013.1  13.5    MM  13.0   MM   MM    MM
2024 07 20 02 10 310 12.0 16.0   2.1    MM   5.3 321 1013.2  13.5    MM  12.9   MM   MM    MM
2024 07 20 02 00 310 12.0 15.0    MM    MM    MM  MM 1013.2  13.6    MM  12.9   MM -1.4    MM
2024 07 20 01 50 310 12.0 15.0   2.2     6   5.4 315 1013.3  13.6    MM  12.9   MM   MM    MM
2024 07 20 01 40 310 12.0 15.0    MM    MM    MM  MM 1013.3  13.6    MM  12.9   MM   MM    MM
2024 07 20 01 30 310 12.0 14.0    MM    MM    MM  MM 1013.3  13.6    MM  12.9   MM   MM    MM
2024 07 20 01 20 310 12.0 15.0   2.0     6   5.2 316 1013.3  13.6    MM  12.9   MM   MM    MM
2024 07 20 01 10 310 11.0 14.0   2.0    MM   5.2 316 1013.4  13.6    MM  12.8   MM   MM    MM
2024 07 20 01 00 320 10.0 13.0    MM    MM    MM  MM 1013.6  13.6    MM  12.8   MM -1.0    MM
2024 07 20 00 50 320 10.0 12.0   2.0     6   5.2 310 1013.8  13.6    MM  12.8   MM   MM    MM
2024 07 20 00 40 310 11.0 13.0   2.0    MM   5.2 310 1013.9  13.5    MM  12.7   MM   MM    MM
2024 07 20 00 30 310 11.0 14.0    MM    MM    MM  MM 1014.0  13.5    MM  12.7   MM   MM    MM
2024 07 20 00 20 310 12.0 15.0   2.0     6   5.1 313 1014.0  13.6    MM  12.8   MM   MM    MM
2024 07 20 00 10 300 12.0 15.0   2.0    MM   5.1 313 1013.9  13.5    MM  12.7   MM   MM    MM
2024 07 20 00 00 300 13.0 16.0    MM    MM    MM  MM 1013.9  13.6    MM  12.8   MM -1.6    MM
2024 07 19 23 50 310 12.0 15.0   2.1     6   5.2 310 1014.0  13.5    MM  12.7   MM   MM    MM
2024 07 19 23 40 310 12.0 14.0    MM    MM    MM  MM 1014.2  13.5    MM  12.7   MM   MM    MM
2024 07 19 23 30 310 12.0 14.0    MM    MM    MM  MM 1014.3  13.5    MM  12.7   MM   MM    MM
2024 07 19 23 20 310 12.0 14.0   1.9     6   5.0 316 1014.3  13.5    MM  12.8   MM   MM    MM
2024 07 19 23 10 310 12.0 15.0    MM    MM    MM  MM 1014.4  13.4    MM  12.7   MM   MM    MM
2024 07 19 23 00 310 12.0 15.0    MM    MM    MM  MM 1014.4  13.5    MM  12.8   MM -1.2    MM
2024 07 19 22 50 310 12.0 15.0   1.8     6   4.9 310 1014.5  13.5    MM  12.8   MM   MM    MM
2024 07 19 22 40 310 12.0 15.0   1.8    MM   4.9 310 1014.5  13.5    MM  12.8   MM   MM    MM
2024 07 19 22 30 310 12.0 15.0    MM    MM    MM  MM 1014.6  13.5    MM  12.7   MM   MM    MM
2024 07 19 22 20 310 12.0 15.0   1.9     6   5.0 312 1014.7  13.5    MM  12.7   MM   MM    MM
2024 07 19 22 10 310 12.0 15.0   1.9    MM   5.0 312 1014.7  13.5    MM  12.7   MM   MM    MM
2024 07 19 22 00 310 12.0 15.0    MM    MM    MM  MM 1014.8  13.5    MM  12.7   MM -1.4    MM
2024 07 19 21 50 310 12.0 14.0   1.8     6   4.9 308 1015.0  13.5    MM  12.7   MM   MM    MM
2024 07 19 21 40 310 12.0 15.0    MM    MM    MM  MM 1015.0  13.5    MM  12.7   MM   MM    MM
2024 07 19 21 30 310 11.0 14.0    MM    MM    MM  MM 1015.0  13.5    MM  12.7   MM   MM    MM
2024 07 19 21 20 310 12.0 14.0   1.7    15   5.2 191 1015.0  13.5    MM  12.7   MM   MM    MM
2024 07 19 21 10 310 11.0 13.0   1.7    MM   5.2 191 1015.1  13.4    MM  12.6   MM   MM    MM
2024 07 19 21 00 310 11.0 13.0    MM    MM    MM  MM 1015.2  13.4    MM  12.6   MM -0.4    MM
2024 07 19 20 50 310 11.0 13.0   1.8    15   5.3 214 1015.2  13.4    MM  12.6   MM   MM    MM
2024 07 19 20 40 310 10.0 12.0    MM    MM    MM  MM 1015.3  13.3    MM  12.5   MM   MM    MM
2024 07 19 20 30 310 10.0 12.0    MM    MM    MM  MM 1015.4  13.3    MM  12.5   MM   MM    MM
2024 07 19 20 20 310 10.0 12.0   1.6    15   5.2 206 1015.4  13.3    MM  12.5   MM   MM    MM
2024 07 19 20 10 310  9.0 12.0   1.6    MM   5.2 206 1015.5  13.3    MM  12.5   MM   MM    MM
2024 07 19 20 00 310  8.0 10.0    MM    MM    MM  MM 1015.6  13.2    MM  12.4   MM +0.0    MM
2024 07 19 19 50 320  8.0 10.0   1.4    15   5.1 202 1015.7  13.2    MM  12.4   MM   MM    MM
2024 07 19 19 40 310  8.0 10.0    MM    MM    MM  MM 1015.7  13.1    MM  12.3   MM   MM    MM
2024 07 19 19 30 310  8.0 10.0    MM    MM    MM  MM 1015.7  13.1    MM  12.4   MM   MM    MM
2024 07 19 19 20 310  8.0  9.0   1.4     6   5.2 305 1015.8  13.0    MM  12.3   MM   MM    MM
2024 07 19 19 10 310  8.0  9.0   1.4    MM   5.2 305 1015.7  12.9    MM  12.2   MM   MM    MM
2024 07 19 19 00 310  8.0  9.0    MM    MM    MM  MM 1015.8  12.9    MM  12.2   MM +0.0    MM
2024 07 19 18 50 310  8.0  9.0   1.5    15   5.5 191 1015.8  12.9    MM  12.2   MM   MM    MM
2024 07 19 18 40 310  8.0  9.0    MM    MM    MM  MM 1015.8  12.9    MM  12.2   MM   MM    MM
2024 07 19 18 30 310  7.0  9.0    MM    MM    MM  MM 1015.8  12.8    MM  12.1   MM   MM    MM
2024 07 19 18 20 310  7.0  9.0   1.4    15   5.3 206 1015.8  12.8    MM  12.1   MM   MM    MM
2024 07 19 18 10 310  7.0  9.0   1.4    MM   5.3 206 1015.8  12.7    MM  12.1   MM   MM    MM
2024 07 19 18 00 310  7.0  8.0    MM    MM    MM  MM 1015.7  12.6    MM  12.1   MM +0.0    MM
2024 07 19 17 50 310  6.0  8.0   1.4     6   5.2 311 1015.8  12.6    MM  12.1   MM   MM    MM
2024 07 19 17 40 320  7.0  8.0    MM    MM    MM  MM 1015.9  12.6    MM  12.1   MM   MM    MM
2024 07 19 17 30 320  6.0  7.0    MM    MM    MM  MM 1016.0  12.6    MM  12.1   MM   MM    MM
2024 07 19 17 20 320  6.0  7.0   1.6    15   5.3 203 1016.0  12.5    MM  12.0   MM   MM    MM
2024 07 19 17 10 320  6.0  8.0   1.6    MM   5.3 203 1016.0  12.6    MM  12.1   MM   MM    MM
2024 07 19 17 00 320  6.0  8.0    MM    MM    MM  MM 1016.0  12.5    MM  12.0   MM +0.5    MM
2024 07 19 16 50 320  6.0  8.0   1.6    15   5.5 205 1016.1  12.5    MM  12.0   MM   MM    MM
2024 07 19 16 40 320  7.0  9.0    MM    MM    MM  MM 1015.9  12.5    MM  12.0   MM   MM    MM
2024 07 19 16 30 330  6.0  8.0    MM    MM    MM  MM 1016.1  12.5    MM  12.0   MM   MM    MM
2024 07 19 16 20 330  7.0  8.0   1.7     6   5.3 309 1016.1  12.5    MM  12.0   MM   MM    MM
2024 07 19 16 10 330  7.0  9.0   1.7    MM   5.3 309 1016.1  12.5    MM  12.0   MM   MM    MM
2024 07 19 16 00 330  6.0  8.0    MM    MM    MM  MM 1016.1  12.5    MM  12.0   MM +1.1    MM
2024 07 19 15 50 330  7.0  9.0   1.8     6   5.4 309 1016.1  12.5    MM  12.0   MM   MM    MM
2024 07 19 15 40 330  7.0  9.0    MM    MM    MM  MM 1016.0  12.5    MM  12.1   MM   MM    MM
2024 07 19 15 30 330  7.0  9.0    MM    MM    MM  MM 1015.9  12.5    MM  12.1   MM   MM    MM
2024 07 19 15 20 320  8.0  9.0   1.9     7   5.5 320 1015.9  12.5    MM  12.1   MM   MM    MM
2024 07 19 15 10 320  8.0  9.0   1.9    MM   5.5 320 1015.9  12.5    MM  12.1   MM   MM    MM
2024 07 19 15 00 330  8.0  9.0    MM    MM    MM  MM 1015.8  12.5    MM  12.1   MM +1.1    MM
2024 07 19 14 50 330  8.0 10.0   2.0     6   5.5 317 1015.9  12.5    MM  12.1   MM   MM    MM
2024 07 19 14 40 330  8.0 10.0    MM    MM    MM  MM 1015.8  12.5    MM  12.1   MM   MM    MM
2024 07 19 14 30 330  8.0 10.0    MM    MM    MM  MM 1015.7  12.5    MM  12.1   MM   MM    MM
2024 07 19 14 20 330  8.0 10.0   1.9     6   5.3 319 1015.6  12.5    MM  12.1   MM   MM    MM
2024 07 19 14 10 330  8.0 10.0   1.9    MM   5.3 319 1015.6  12.5    MM  12.1   MM   MM    MM
2024 07 19 14 00 320  8.0 10.0    MM    MM    MM  MM 1015.5  12.5    MM  12.1   MM +0.9    MM
2024 07 19 13 50 320  8.0 10.0   1.8     6   5.3 324 1015.5  12.5    MM  12.1   MM   MM    MM
2024 07 19 13 40 320  8.0 10.0   1.8    MM   5.3 324 1015.4  12.5    MM  12.1   MM   MM    MM
2024 07 19 13 30 320  9.0 11.0    MM    MM    MM  MM 1015.3  12.5    MM  12.1   MM   MM    MM
2024 07 19 13 20 320  9.0 12.0   1.8     6   5.2 320 1015.1  12.5    MM  12.1   MM   MM    MM
2024 07 19 13 10 320  9.0 11.0   1.8    MM   5.2 320 1015.1  12.5    MM  12.1   MM   MM    MM
2024 07 19 13 00 320  9.0 11.0    MM    MM    MM  MM 1015.1  12.5    MM  12.1   MM +0.3    MM
2024 07 19 12 50 320  9.0 11.0   1.9     6   5.2 321 1015.0  12.6    MM  12.2   MM   MM    MM
2024 07 19 12 40 320  9.0 11.0    MM    MM    MM  MM 1015.0  12.6    MM  12.3   MM   MM    MM
2024 07 19 12 30 320 10.0 12.0    MM    MM    MM  MM 1014.9  12.6    MM  12.3   MM   MM    MM
2024 07 19 12 20 320 10.0 12.0   2.0     6   5.5 320 1014.9  12.6    MM  12.3   MM   MM    MM
2024 07 19 12 10 320 10.0 13.0   2.0    MM   5.5 320 1014.8  12.5    MM  12.3   MM   MM    MM
2024 07 19 12 00 320 11.0 13.0    MM    MM    MM  MM 1014.8  12.5    MM  12.3   MM -0.3    MM
2024 07 19 11 50 320 11.0 14.0   1.9     6   5.1 326 1014.6  12.4    MM  12.3   MM   MM    MM
2024 07 19 11 40 320 11.0 15.0    MM    MM    MM  MM 1014.6  12.3    MM  12.2   MM   MM    MM
2024 07 19 11 30 310 11.0 14.0    MM    MM    MM  MM 1014.5  12.2    MM  12.2   MM   MM    MM
2024 07 19 11 20 320 11.0 16.0   2.1     7   5.3 321 1014.5  12.2    MM  12.2   MM   MM    MM
2024 07 19 11 10 310 11.0 14.0   2.1    MM   5.3 321 1014.4  12.2    MM  12.2   MM   MM    MM
2024 07 19 11 00 310 12.0 14.0    MM    MM    MM  MM 1014.5  12.2    MM  12.2   MM -0.5    MM
2024 07 19 10 50 310 13.0 16.0   1.9     6   5.2 321 1014.4  12.1    MM  12.1   MM   MM    MM
2024 07 19 10 40 310 13.0 16.0   1.9    MM   5.2 321 1014.5  11.9    MM  11.9   MM   MM    MM
2024 07 19 10 30 310 13.0 16.0    MM    MM    MM  MM 1014.6  11.8    MM  11.8   MM   MM    MM
2024 07 19 10 20 320 12.0 16.0   2.1     7   5.4 317 1014.5  11.8    MM  11.8   MM   MM    MM
2024 07 19 10 10 320 11.0 14.0   2.1    MM   5.4 317 1014.9  11.8    MM  11.8   MM   MM    MM
2024 07 19 10 00 320 12.0 15.0    MM    MM    MM  MM 1014.9  11.8    MM  11.8   MM -0.8    MM
2024 07 19 09 50 310 13.0 16.0   2.0     6   5.3 318 1014.8  11.9    MM  11.9   MM   MM    MM
2024 07 19 09 40 320 12.0 15.0    MM    MM    MM  MM 1014.7  11.9    MM  11.9   MM   MM    MM
2024 07 19 09 30 310 13.0 15.0    MM    MM    MM  MM 1014.8  11.9    MM  11.9   MM   MM    MM
2024 07 19 09 20 310 12.0 15.0   1.9     6   5.1 316 1014.8  11.9    MM  11.9   MM   MM    MM
2024 07 19 09 10 320 12.0 15.0   1.9    MM   5.1 316 1014.9  11.9    MM  11.9   MM   MM    MM
2024 07 19 09 00 320 11.0 15.0    MM    MM    MM  MM 1015.1  11.9    MM  11.9   MM -0.7    MM
2024 07 19 08 50 310 12.0 15.0   2.0     6   5.3 312 1015.1  11.9    MM  11.9   MM   MM    MM
2024 07 19 08 40 310 12.0 15.0   2.0    MM   5.3 312 1015.1  11.9    MM  11.9   MM   MM    MM
2024 07 19 08 30 310 12.0 16.0    MM    MM    MM  MM 1015.1  12.0    MM  12.0   MM   MM    MM
2024 07 19 08 20 310 12.0 15.0   1.9     6   5.1 315 1015.1  12.0    MM  12.0   MM   MM    MM
2024 07 19 08 10 310 13.0 16.0    MM    MM    MM  MM 1015.2  12.0    MM  12.0   MM   MM    MM
2024 07 19 08 00 310 13.0 18.0    MM    MM    MM  MM 1015.2  12.1    MM  12.1   MM -0.8    MM
2024 07 19 07 50 310 12.0 15.0   2.0     6   5.3 310 1015.4  12.1    MM  12.1   MM   MM    MM
2024 07 19 07 40 310 13.0 16.0    MM    MM    MM  MM 1015.4  12.2    MM  12.2   MM   MM    MM
2024 07 19 07 30 310 12.0 15.0    MM    MM    MM  MM 1015.5  12.1    MM  12.1   MM   MM    MM
2024 07 19 07 20 310 12.0 16.0   2.0     6   5.2 316 1015.4  12.2    MM  12.2   MM   MM    MM
2024 07 19 07 10 310 12.0 15.0    MM    MM    MM  MM 1015.6  12.1    MM  12.1   MM   MM    MM
2024 07 19 07 00 310 12.0 15.0    MM    MM    MM  MM 1015.6  12.2    MM  12.2   MM +0.5    MM
2024 07 19 06 50 310 11.0 14.0   1.9     5   5.2 325 1015.8  12.2    MM  12.2   MM   MM    MM
2024 07 19 06 40 310 11.0 15.0    MM    MM    MM  MM 1015.8  12.2    MM  12.2   MM   MM    MM
2024 07 19 06 30 310 11.0 14.0    MM    MM    MM  MM 1015.9  12.2    MM  12.2   MM   MM    MM
2024 07 19 06 20 310 12.0 15.0   1.9     6   5.2 320 1016.0  12.3    MM  12.3   MM   MM    MM
2024 07 19 06 10 310 12.0 15.0   1.9    MM   5.2 320 1016.0  12.3    MM  12.3   MM   MM    MM
2024 07 19 06 00 310 11.0 15.0    MM    MM    MM  MM 1016.1  12.3    MM  12.3   MM +1.0    MM
2024 07 19 05 50 310 11.0 14.0   1.8     6   5.1 316 1016.1  12.3    MM  12.3   MM   MM    MM
2024 07 19 05 40 310 12.0 15.0    MM    MM    MM  MM 1016.1  12.3    MM  12.3   MM   MM    MM
2024 07 19 05 30 310 11.0 13.0    MM    MM    MM  MM 1016.1  12.5    MM  12.4   MM   MM    MM
2024 07 19 05 20 310 11.0 14.0   1.9     6   5.2 319 1016.1  12.6    MM  12.4   MM   MM    MM
2024 07 19 05 10 310 11.0 13.0   1.9    MM   5.2 319 1016.0  12.7    MM  12.5   MM   MM    MM
2024 07 19 05 00 310 11.0 13.0    MM    MM    MM  MM 1016.0  12.8    MM  12.5   MM +1.3    MM
2024 07 19 04 50 310 11.0 13.0   1.9     6   5.2 322 1015.9  13.0    MM  12.6   MM   MM    MM
2024 07 19 04 40 320 10.0 13.0   1.9    MM   5.2 322 1015.8  13.0    MM  12.6   MM   MM    MM
2024 07 19 04 30 310 10.0 12.0    MM    MM    MM  MM 1015.8  13.1    MM  12.7   MM   MM    MM
2024 07 19 04 20 300 11.0 15.0   2.0     6   5.1 319 1015.6  13.1    MM  12.7   MM   MM    MM
2024 07 19 04 10 300 12.0 14.0   2.0    MM   5.1 319 1015.4  13.2    MM  12.8   MM   MM    MM
2024 07 19 04 00 300 12.0 15.0    MM    MM    MM  MM 1015.2  13.2    MM  12.8   MM +0.8    MM
2024 07 19 03 50 300 13.0 16.0   2.0     6   5.2 318 1015.1  13.3    MM  12.8   MM   MM    MM
2024 07 19 03 40 300 13.0 16.0    MM    MM    MM  MM 1015.0  13.6    MM  13.0   MM   MM    MM
2024 07 19 03 30 300 13.0 16.0    MM    MM    MM  MM 1014.9  13.6    MM  13.0   MM   MM    MM
2024 07 19 03 20 300 13.0 15.0   2.2     6   5.3 319 1014.9  13.3    MM  12.9   MM   MM    MM
2024 07 19 03 10 300 13.0 16.0   2.2    MM   5.3 319 1014.9  13.2    MM  12.8   MM   MM    MM
2024 07 19 03 00 300 13.0 17.0    MM    MM    MM  MM 1015.0  13.2    MM  12.8   MM -0.0    MM
2024 07 19 02 50 300 12.0 14.0   1.9     6   5.2 322 1015.0  13.3    MM  12.9   MM   MM    MM
2024 07 19 02 40 300 12.0 16.0    MM    MM    MM  MM 1015.1  13.4    MM  13.0   MM   MM    MM
2024 07 19 02 30 300 12.0 15.0    MM    MM    MM  MM 1015.0  13.4    MM  13.0   MM   MM    MM
2024 07 19 02 20 300 12.0 15.0   2.1     6   5.3 318 1015.0  13.4    MM  13.0   MM   MM    MM
2024 07 19 02 10 300 12.0 14.0   2.1    MM   5.3 318 1014.8  13.6    MM  13.1   MM   MM    MM
2024 07 19 02 00 300 12.0 15.0    MM    MM    MM  MM 1014.7  13.7    MM  13.1   MM -0.3    MM
2024 07 19 01 50 300 12.0 15.0   2.1     6   5.2 322 1014.6  13.4    MM  13.0   MM   MM    MM
2024 07 19 01 40 300 13.0 15.0   2.1    MM   5.2 322 1014.5  13.1    MM  12.9   MM   MM    MM
2024 07 19 01 30 300 13.0 15.0    MM    MM    MM  MM 1014.4  13.0    MM  12.9   MM   MM    MM
2024 07 19 01 20 300 12.0 16.0   2.0    16   5.3 232 1014.4  12.9    MM  12.8   MM   MM    MM
2024 07 19 01 10 300 13.0 15.0   2.0    MM   5.3 232 1014.5  13.1    MM  13.0   MM   MM    MM
2024 07 19 01 00 300 13.0 16.0    MM    MM    MM  MM 1014.4  13.1    MM  13.0   MM -0.9    MM
2024 07 19 00 50 300 13.0 16.0   2.2     6   5.3 321 1014.5  13.1    MM  13.0   MM   MM    MM
2024 07 19 00 40 300 13.0 16.0   2.2    MM   5.3 321 1014.6  13.2    MM  13.1   MM   MM    MM
2024 07 19 00 30 300 13.0 16.0    MM    MM    MM  MM 1014.6  13.3    MM  13.1   MM   MM    MM
2024 07 19 00 20 300 13.0 16.0   2.2     6   5.4 321 1014.7  13.5    MM  13.1   MM   MM    MM
2024 07 19 00 10 300 13.0 16.0   2.2    MM   5.4 321 1014.6  13.5    MM  13.1   MM   MM    MM
2024 07 19 00 00 300 13.0 15.0    MM    MM    MM  MM 1014.6  13.5    MM  13.2   MM -1.2    MM
2024 07 18 23 50 310 13.0 16.0   2.3     6   5.5 327 1014.7  13.5    MM  13.2   MM   MM    MM
2024 07 18 23 40 300 12.0 15.0    MM    MM    MM  MM 1014.8  13.5    MM  13.2   MM   MM    MM
2024 07 18 23 30 300 13.0 16.0    MM    MM    MM  MM 1014.8  13.5    MM  13.1   MM   MM    MM
2024 07 18 23 20 310 13.0 17.0   2.3     6   5.4 320 1014.8  13.6    MM  13.2   MM   MM    MM
2024 07 18 23 10 310 12.0 16.0   2.3    MM   5.4 320 1015.0  13.6    MM  13.3   MM   MM    MM
2024 07 18 23 00 310 12.0 15.0    MM    MM    MM  MM 1015.1  13.5    MM  13.3   MM -1.4    MM
2024 07 18 22 50 310 13.0 15.0   2.2     6   5.7 326 1015.1  13.4    MM  13.2   MM   MM    MM
2024 07 18 22 40 310 13.0 16.0    MM    MM    MM  MM 1015.2  13.3    MM  13.1   MM   MM    MM
2024 07 18 22 30 310 13.0 15.0    MM    MM    MM  MM 1015.3  13.4    MM  13.2   MM   MM    MM
2024 07 18 22 20 310 13.0 16.0   2.1     6   5.3 321 1015.3  13.5    MM  13.3   MM   MM    MM
2024 07 18 22 10 310 13.0 16.0   2.1    MM   5.3 321 1015.4  13.5    MM  13.3   MM   MM    MM
2024 07 18 22 00 310 13.0 16.0    MM    MM    MM  MM 1015.4  13.5    MM  13.3   MM -1.5    MM
2024 07 18 21 50 310 12.0 15.0   2.0     6   5.2 321 1015.5  13.4    MM  13.3   MM   MM    MM
2024 07 18 21 40 310 12.0 15.0    MM    MM    MM  MM 1015.6  13.4    MM  13.3   MM   MM    MM
2024 07 18 21 30 310 12.0 15.0    MM    MM    MM  MM 1015.7  13.3    MM  13.2   MM   MM    MM
2024 07 18 21 20 310 12.0 15.0   1.9     6   5.1 313 1015.7  13.2    MM  13.1   MM   MM    MM
2024 07 18 21 10 310 12.0 15.0   1.9    MM   5.1 313 1015.8  13.2    MM  13.1   MM   MM    MM
2024 07 18 21 00 310 11.0 14.0    MM    MM    MM  MM 1015.8  13.2    MM  13.1   MM -0.6    MM
2024 07 18 20 50 310 12.0 15.0   1.7     6   5.1 317 1015.8  13.2    MM  13.1   MM   MM    MM
2024 07 18 20 40 310 11.0 14.0    MM    MM    MM  MM 1016.0  13.2    MM  13.1   MM   MM    MM
